Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsInstantiating a WAL Estimator: Decoding TFRecords,3 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/video/325080
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsInstantiating a WALS Estimator: Recovering Keys,12 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/video/325081
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsInstantiating a WALS Estimator: Training and Prediction,5 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/video/325082
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsLab Intro: Collaborative Filtering with Google Analytics Data,1 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/video/325083
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsCollaborative Filtering on Google Analytics data,90 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/labs/325084
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsIssues with Collaborative Filtering,21 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/video/325085
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsCold Starts,5 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/video/325086
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsReadings: Collaborative Filtering Recommendations Systems,10 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/documents/325087
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Collaborative Filtering Recommendations SystemsCollaborative Filtering Recommendations Systems,2 min,Medium to Hard,Recommendation System/Embeddings/Factorization,https://www.cloudskillsboost.google/course_sessions/5303780/quizzes/325088
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation Systems,160 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325089
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsHybrid Recommendation Systems,14 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325089
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsLab Intro: Designing a Hybrid Recommendation System,6 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325090
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsLab Intro: Designing a Hybrid Collaborative Filtering Recommendation System,3 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325091
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsLab Intro: Designing a Hybrid Knowledge-based Recommendation System,5 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325092
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsLab Intro: Building a Neural Network Hybrid Recommendation System,1 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325093
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsML on GCP: Hybrid Recommendations with the MovieLens Dataset,90 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/labs/325094
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsContext-Aware Recommendation Systems,7 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325095
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsContext-Aware Algorithms,5 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325096
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsContextual Postfiltering,2 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325097
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsModeling Using Context-Aware Algorithms,5 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325098
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsYouTube Recommendation System Case Study: Overview,3 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325099
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsYouTube Recommendation System Case Study: Candidate Generation,3 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325100
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsYouTube Recommendation System Case Study: Ranking,2 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325101
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsSummary,1 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/video/325102
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsReadings: Neural Networks for Recommendation Systems,2 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/documents/325103
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Neural Networks for Recommendation SystemsNeural Networks for Recommendations,10 min,Medium to Hard,Neural Network/Recommendation systems,https://www.cloudskillsboost.google/course_sessions/5303780/quizzes/325104
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement Learning,205 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325105
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningIntroduction to module,1 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325105
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningIntroduction to Reinforcement Learning,10 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325106
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningThe reinforcement learning framework and workflow,16 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325107
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningModel-based and model-free reinforcement learning,5 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325108
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningValue-based reinforcement learning,12 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325109
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningPolicy-based reinforcement learning,4 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325110
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningContextual bandits,7 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325111
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningApplications of reinforcement learning,7 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325112
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningReinforcement Learning,10 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/quizzes/325113
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningReadings: Reinforcement Learning,2 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/documents/325114
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningLab Intro,1 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/video/325115
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Intermediate to Advanced,Free during mentorship period,Reinforcement LearningApplying Contextual Bandits for Recommendations with Tensorflow and TF-Agents,120 min,Medium to Hard,Reinforcement Learning,https://www.cloudskillsboost.google/course_sessions/5303780/labs/325116
